date,TCMNOM_M3
20161025,0.34
20161026,0.33
20161027,0.3
20161028,0.3
20161031,0.34
20161101,0.35
20161102,0.37
20161103,0.38
20161104,0.38
20161107,0.41
20161108,0.43
20161109,0.45
20161110,0.48
20161111,
20161114,0.55
20161115,0.51
20161116,0.47
20161117,0.44
20161118,0.44
20161121,0.46
20161122,0.49
20161123,0.51
20161124,
20161125,0.49
20161128,0.48
20161129,0.48
20161130,0.48
20161201,0.48
20161202,0.49
20161205,0.49
20161206,0.49
20161207,0.52
20161208,0.51
20161209,0.54
20161212,0.51
20161213,0.54
20161214,0.55
20161215,0.51
20161216,0.51
20161219,0.52
20161220,0.52
20161221,0.52
20161222,0.51
20161223,0.52
20161226,
20161227,0.51
20161228,0.53
20161229,0.47
20161230,0.51
20170102,
20170103,0.53
20170104,0.53
20170105,0.52
20170106,0.53
20170109,0.5
20170110,0.52
20170111,0.52
20170112,0.52
20170113,0.53
20170116,
20170117,0.55
20170118,0.53
20170119,0.52
20170120,0.5
20170123,0.51
20170124,0.51
20170125,0.5
20170126,0.51
20170127,0.52
20170130,0.51
20170131,0.52
20170201,0.51
20170202,0.52
20170203,0.51
20170206,0.53
20170207,0.53
20170208,0.54
20170209,0.54
20170210,0.55
20170213,0.52
20170214,0.54
20170215,0.54
20170216,0.53
20170217,0.53
20170220,
20170221,0.53
20170222,0.52
20170223,0.51
20170224,0.52
20170227,0.5
20170228,0.53
20170301,0.63
20170302,0.67
20170303,0.71
20170306,0.74
20170307,0.76
20170308,0.73
20170309,0.73
20170310,0.75
20170313,0.79
20170314,0.78
20170315,0.73
20170316,0.73
20170317,0.73
20170320,0.76
20170321,0.77
20170322,0.77
20170323,0.76
20170324,0.78
20170327,0.78
20170328,0.78
20170329,0.78
20170330,0.78
20170331,0.76
20170403,0.79
20170404,0.79
20170405,0.8
20170406,0.79
20170407,0.82
20170410,0.82
20170411,0.82
20170412,0.81
20170413,0.81
20170414,
20170417,0.83
20170418,0.82
20170419,0.81
20170420,0.79
20170421,0.79
20170424,0.81
20170425,0.82
20170426,0.83
20170427,0.81
20170428,0.8
20170501,0.83
20170502,0.82
20170503,0.85
20170504,0.86
20170505,0.9
20170508,0.91
20170509,0.91
20170510,0.9
20170511,0.89
20170512,0.88
20170515,0.9
20170516,0.9
20170517,0.9
20170518,0.93
20170519,0.92
20170522,0.93
20170523,0.92
20170524,0.93
20170525,0.94
20170526,0.94
20170529,
20170530,0.93
20170531,0.98
20170601,0.98
20170602,0.98
20170605,0.96
20170606,0.97
20170607,1
20170608,1.01
20170609,1.01
20170612,0.98
20170613,1
20170614,1.01
20170615,1.02
20170616,1.03
20170619,1.02
20170620,1.01
20170621,0.99
20170622,0.96
20170623,0.97
20170626,0.99
20170627,1
20170628,1.02
20170629,1.04
20170630,1.03
20170703,1.06
20170704,
20170705,1.05
20170706,1.04
20170707,1.05
20170710,1.04
20170711,1.05
20170712,1.05
20170713,1.05
20170714,1.04
20170717,1.07
20170718,1.07
20170719,1.11
20170720,1.15
20170721,1.16
20170724,1.17
20170725,1.18
20170726,1.13
20170727,1.11
20170728,1.08
20170731,1.07
20170801,1.08
20170802,1.08
20170803,1.08
20170804,1.08
20170807,1.02
20170808,1.06
20170809,1.06
20170810,1.05
20170811,1.03
20170814,1.02
20170815,1.04
20170816,1.02
20170817,1
20170818,1.02
20170821,1
20170822,1
20170823,1
20170824,1.02
20170825,1.03
20170828,0.98
20170829,1.03
20170830,1.03
20170831,1.01
20170901,1.02
20170904,
20170905,1.03
20170906,1.07
20170907,1.05
20170908,1.04
20170911,1.05
20170912,1.03
20170913,1.04
20170914,1.05
20170915,1.05
20170918,1.05
20170919,1.04
20170920,1.04
20170921,1.04
20170922,1.03
20170925,1.05
20170926,1.06
20170927,1.07
20170928,1.06
20170929,1.06
20171002,1.01
20171003,1.07
20171004,1.08
20171005,1.07
20171006,1.07
20171009,
20171010,1.08
20171011,1.1
20171012,1.09
20171013,1.09
20171016,1.1
20171017,1.09
20171018,1.09
20171019,1.1
20171020,1.11
20171023,1.09
20171024,1.12
20171025,1.12
20171026,1.11
20171027,1.1
20171030,1.12
20171031,1.15
20171101,1.18
20171102,1.17
20171103,1.18
20171106,1.19
20171107,1.22
20171108,1.23
20171109,1.24
20171110,1.23
20171113,1.24
20171114,1.26
20171115,1.25
20171116,1.27
20171117,1.29
20171120,1.3
20171121,1.3
20171122,1.29
20171123,
20171124,1.29
20171127,1.27
20171128,1.3
20171129,1.29
20171130,1.27
20171201,1.27
20171204,1.29
20171205,1.3
20171206,1.3
20171207,1.29
20171208,1.28
20171211,1.33
20171212,1.34
20171213,1.3
20171214,1.32
20171215,1.31
20171218,1.38
20171219,1.37
20171220,1.38
20171221,1.35
20171222,1.33
20171225,
20171226,1.47
20171227,1.44
20171228,1.39
20171229,1.39
20180101,
20180102,1.44
20180103,1.41
20180104,1.41
20180105,1.39
20180108,1.45
20180109,1.44
20180110,1.42
20180111,1.43
20180112,1.43
20180115,
20180116,1.45
20180117,1.44
20180118,1.45
20180119,1.44
20180122,1.44
20180123,1.44
20180124,1.43
20180125,1.42
